2022-09-08 00:28:44, tb_device_mqtt INFO Trying to connect to 10.60.3.26...
2022-09-08 00:28:44, tb_device_mqtt INFO connection SUCCESS
2022-09-08 00:28:44, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes - successfully completed.
2022-09-08 00:28:44, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes/response - successfully completed.
2022-09-08 00:28:44, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/rpc - successfully completed.
2022-09-08 00:28:45, tb_gateway_mqtt DEBUG Connected device Bus A1
2022-09-08 00:28:50, __main__ INFO Publish Bus A1 Attribute - Color
2022-09-08 00:28:55, __main__ INFO Read Telemetry CSV. Total Record: 578
2022-09-08 00:29:02, __main__ DEBUG 0) Bus A1 {'ts': 1662568142286, 'values': {'fuel': 80, 'speed': 0, 'latitude': '1.2942', 'longitude': '103.76983', 'occupancy': 50, 'temp': 25, 'engine_temp': 195, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'Kent Ridge Bus Terminal', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:28, __main__ DEBUG 8) Bus A1 {'ts': 1662568168431, 'values': {'fuel': 79.56, 'speed': 47.5, 'latitude': '1.29382', 'longitude': '103.76938', 'occupancy': 63.900000000000006, 'temp': 23.1, 'engine_temp': 211.9, 'eta': '1 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:30, __main__ DEBUG 9) Bus A1 {'ts': 1662568170440, 'values': {'fuel': 79.55, 'speed': 44.6, 'latitude': '1.29382', 'longitude': '103.76932', 'occupancy': 63.900000000000006, 'temp': 24.5, 'engine_temp': 211.6, 'eta': '1 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:32, __main__ DEBUG 10) Bus A1 {'ts': 1662568172465, 'values': {'fuel': 79.53, 'speed': 52.3, 'latitude': '1.29386', 'longitude': '103.76918', 'occupancy': 63.900000000000006, 'temp': 23.5, 'engine_temp': 203.0, 'eta': '1 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:34, __main__ DEBUG 11) Bus A1 {'ts': 1662568174479, 'values': {'fuel': 79.49, 'speed': 42.8, 'latitude': '1.29393', 'longitude': '103.76907', 'occupancy': 63.900000000000006, 'temp': 24.3, 'engine_temp': 216.0, 'eta': '1 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:36, __main__ DEBUG 12) Bus A1 {'ts': 1662568176496, 'values': {'fuel': 79.48, 'speed': 59.9, 'latitude': '1.29397', 'longitude': '103.76909', 'occupancy': 63.900000000000006, 'temp': 25.0, 'engine_temp': 216.2, 'eta': '1 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:38, __main__ DEBUG 13) Bus A1 {'ts': 1662568178506, 'values': {'fuel': 79.47, 'speed': 47.7, 'latitude': '1.29406', 'longitude': '103.76916', 'occupancy': 63.900000000000006, 'temp': 23.1, 'engine_temp': 203.3, 'eta': '1 min 6 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:40, __main__ DEBUG 14) Bus A1 {'ts': 1662568180509, 'values': {'fuel': 79.43, 'speed': 58.5, 'latitude': '1.29414', 'longitude': '103.76921', 'occupancy': 63.900000000000006, 'temp': 23.6, 'engine_temp': 214.6, 'eta': '1 min 4 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:42, __main__ DEBUG 15) Bus A1 {'ts': 1662568182524, 'values': {'fuel': 79.41, 'speed': 41.0, 'latitude': '1.29425', 'longitude': '103.76927', 'occupancy': 63.900000000000006, 'temp': 24.7, 'engine_temp': 214.7, 'eta': '1 min 2 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:44, __main__ DEBUG 16) Bus A1 {'ts': 1662568184539, 'values': {'fuel': 79.4, 'speed': 48.0, 'latitude': '1.29429', 'longitude': '103.76929', 'occupancy': 63.900000000000006, 'temp': 24.5, 'engine_temp': 211.0, 'eta': '1 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:46, __main__ DEBUG 17) Bus A1 {'ts': 1662568186550, 'values': {'fuel': 79.35, 'speed': 46.5, 'latitude': '1.29453', 'longitude': '103.76939', 'occupancy': 63.900000000000006, 'temp': 24.7, 'engine_temp': 215.4, 'eta': '0 min 58 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:48, __main__ DEBUG 18) Bus A1 {'ts': 1662568188555, 'values': {'fuel': 79.34, 'speed': 42.3, 'latitude': '1.29474', 'longitude': '103.76945', 'occupancy': 63.900000000000006, 'temp': 23.6, 'engine_temp': 219.4, 'eta': '0 min 56 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:50, __main__ DEBUG 19) Bus A1 {'ts': 1662568190568, 'values': {'fuel': 79.33, 'speed': 55.5, 'latitude': '1.2949', 'longitude': '103.76949', 'occupancy': 63.900000000000006, 'temp': 23.8, 'engine_temp': 209.5, 'eta': '0 min 54 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:52, __main__ DEBUG 20) Bus A1 {'ts': 1662568192576, 'values': {'fuel': 79.3, 'speed': 59.3, 'latitude': '1.29497', 'longitude': '103.7695', 'occupancy': 63.900000000000006, 'temp': 24.6, 'engine_temp': 213.8, 'eta': '0 min 52 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:54, __main__ DEBUG 21) Bus A1 {'ts': 1662568194580, 'values': {'fuel': 79.29, 'speed': 50.6, 'latitude': '1.2953', 'longitude': '103.76954', 'occupancy': 63.900000000000006, 'temp': 24.3, 'engine_temp': 216.3, 'eta': '0 min 50 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:56, __main__ DEBUG 22) Bus A1 {'ts': 1662568196582, 'values': {'fuel': 79.24, 'speed': 42.7, 'latitude': '1.29556', 'longitude': '103.76957', 'occupancy': 63.900000000000006, 'temp': 23.9, 'engine_temp': 216.3, 'eta': '0 min 48 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:29:58, __main__ DEBUG 23) Bus A1 {'ts': 1662568198604, 'values': {'fuel': 79.19, 'speed': 47.4, 'latitude': '1.29605', 'longitude': '103.76958', 'occupancy': 63.900000000000006, 'temp': 24.8, 'engine_temp': 217.1, 'eta': '0 min 46 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:00, __main__ DEBUG 24) Bus A1 {'ts': 1662568200612, 'values': {'fuel': 79.15, 'speed': 52.7, 'latitude': '1.29614', 'longitude': '103.76959', 'occupancy': 63.900000000000006, 'temp': 24.2, 'engine_temp': 213.8, 'eta': '0 min 44 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:02, __main__ DEBUG 25) Bus A1 {'ts': 1662568202619, 'values': {'fuel': 79.12, 'speed': 55.5, 'latitude': '1.29614', 'longitude': '103.76972', 'occupancy': 63.900000000000006, 'temp': 22.9, 'engine_temp': 198.0, 'eta': '0 min 42 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:04, __main__ DEBUG 26) Bus A1 {'ts': 1662568204635, 'values': {'fuel': 79.08, 'speed': 42.4, 'latitude': '1.29619', 'longitude': '103.76998', 'occupancy': 63.900000000000006, 'temp': 22.7, 'engine_temp': 200.9, 'eta': '0 min 40 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:06, __main__ DEBUG 27) Bus A1 {'ts': 1662568206653, 'values': {'fuel': 79.07, 'speed': 58.2, 'latitude': '1.29634', 'longitude': '103.77049', 'occupancy': 63.900000000000006, 'temp': 22.9, 'engine_temp': 208.7, 'eta': '0 min 38 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:08, __main__ DEBUG 28) Bus A1 {'ts': 1662568208662, 'values': {'fuel': 79.06, 'speed': 50.7, 'latitude': '1.29636', 'longitude': '103.77063', 'occupancy': 63.900000000000006, 'temp': 24.1, 'engine_temp': 201.4, 'eta': '0 min 36 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:10, __main__ DEBUG 29) Bus A1 {'ts': 1662568210664, 'values': {'fuel': 79.03, 'speed': 43.1, 'latitude': '1.29637', 'longitude': '103.77071', 'occupancy': 63.900000000000006, 'temp': 23.8, 'engine_temp': 196.9, 'eta': '0 min 34 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:12, __main__ DEBUG 30) Bus A1 {'ts': 1662568212678, 'values': {'fuel': 78.99, 'speed': 42.7, 'latitude': '1.29638', 'longitude': '103.77096', 'occupancy': 63.900000000000006, 'temp': 22.7, 'engine_temp': 198.2, 'eta': '0 min 32 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:14, __main__ DEBUG 31) Bus A1 {'ts': 1662568214684, 'values': {'fuel': 78.98, 'speed': 58.4, 'latitude': '1.29631', 'longitude': '103.77095', 'occupancy': 63.900000000000006, 'temp': 25.0, 'engine_temp': 199.7, 'eta': '0 min 30 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:16, __main__ DEBUG 32) Bus A1 {'ts': 1662568216695, 'values': {'fuel': 78.96, 'speed': 47.9, 'latitude': '1.29618', 'longitude': '103.77093', 'occupancy': 63.900000000000006, 'temp': 23.9, 'engine_temp': 219.0, 'eta': '0 min 28 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:18, __main__ DEBUG 33) Bus A1 {'ts': 1662568218700, 'values': {'fuel': 78.92, 'speed': 47.9, 'latitude': '1.29605', 'longitude': '103.77092', 'occupancy': 63.900000000000006, 'temp': 24.7, 'engine_temp': 218.9, 'eta': '0 min 26 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:20, __main__ DEBUG 34) Bus A1 {'ts': 1662568220714, 'values': {'fuel': 78.88, 'speed': 54.8, 'latitude': '1.29588', 'longitude': '103.77089', 'occupancy': 63.900000000000006, 'temp': 24.7, 'engine_temp': 216.2, 'eta': '0 min 24 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:22, __main__ DEBUG 35) Bus A1 {'ts': 1662568222724, 'values': {'fuel': 78.87, 'speed': 58.5, 'latitude': '1.29579', 'longitude': '103.77086', 'occupancy': 63.900000000000006, 'temp': 24.3, 'engine_temp': 204.6, 'eta': '0 min 22 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:24, __main__ DEBUG 36) Bus A1 {'ts': 1662568224733, 'values': {'fuel': 78.85, 'speed': 56.0, 'latitude': '1.29573', 'longitude': '103.77085', 'occupancy': 63.900000000000006, 'temp': 24.1, 'engine_temp': 213.9, 'eta': '0 min 20 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:26, __main__ DEBUG 37) Bus A1 {'ts': 1662568226739, 'values': {'fuel': 78.8, 'speed': 54.9, 'latitude': '1.29565', 'longitude': '103.77081', 'occupancy': 63.900000000000006, 'temp': 24.0, 'engine_temp': 211.3, 'eta': '0 min 18 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:28, __main__ DEBUG 38) Bus A1 {'ts': 1662568228746, 'values': {'fuel': 78.77, 'speed': 46.7, 'latitude': '1.29554', 'longitude': '103.77075', 'occupancy': 63.900000000000006, 'temp': 24.3, 'engine_temp': 203.3, 'eta': '0 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:30, __main__ DEBUG 39) Bus A1 {'ts': 1662568230765, 'values': {'fuel': 78.75, 'speed': 43.8, 'latitude': '1.29545', 'longitude': '103.7707', 'occupancy': 63.900000000000006, 'temp': 24.2, 'engine_temp': 206.3, 'eta': '0 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:32, __main__ DEBUG 40) Bus A1 {'ts': 1662568232793, 'values': {'fuel': 78.71, 'speed': 58.7, 'latitude': '1.29531', 'longitude': '103.77063', 'occupancy': 63.900000000000006, 'temp': 23.0, 'engine_temp': 199.4, 'eta': '0 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:34, __main__ DEBUG 41) Bus A1 {'ts': 1662568234799, 'values': {'fuel': 78.7, 'speed': 57.4, 'latitude': '1.29517', 'longitude': '103.77058', 'occupancy': 63.900000000000006, 'temp': 24.9, 'engine_temp': 215.1, 'eta': '0 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:36, __main__ DEBUG 42) Bus A1 {'ts': 1662568236807, 'values': {'fuel': 78.69, 'speed': 42.3, 'latitude': '1.29507', 'longitude': '103.77057', 'occupancy': 63.900000000000006, 'temp': 23.3, 'engine_temp': 203.5, 'eta': '0 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:38, __main__ DEBUG 43) Bus A1 {'ts': 1662568238820, 'values': {'fuel': 78.67, 'speed': 58.4, 'latitude': '1.295', 'longitude': '103.77056', 'occupancy': 63.900000000000006, 'temp': 24.2, 'engine_temp': 198.1, 'eta': '0 min 6 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:40, __main__ DEBUG 44) Bus A1 {'ts': 1662568240824, 'values': {'fuel': 78.65, 'speed': 48.8, 'latitude': '1.29494', 'longitude': '103.77055', 'occupancy': 63.900000000000006, 'temp': 24.3, 'engine_temp': 208.2, 'eta': '0 min 4 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:42, __main__ DEBUG 45) Bus A1 {'ts': 1662568242833, 'values': {'fuel': 78.64, 'speed': 53.6, 'latitude': '1.29487', 'longitude': '103.77055', 'occupancy': 63.900000000000006, 'temp': 22.6, 'engine_temp': 210.6, 'eta': '0 min 2 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:44, __main__ DEBUG 46) Bus A1 {'ts': 1662568244850, 'values': {'fuel': 78.64, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 63.900000000000006, 'temp': 22.6, 'engine_temp': 210.6, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:45, __main__ DEBUG 46) Bus A1 {'ts': 1662568245865, 'values': {'fuel': 78.6, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 62.00000000000001, 'temp': 24.5, 'engine_temp': 204.0, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-08 00:30:46, __main__ DEBUG 46) Bus A1 {'ts': 1662568246880, 'values': {'fuel': 78.56, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 61.00000000000001, 'temp': 23.6, 'engine_temp': 197.9, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
