2022-09-09 01:55:56, tb_device_mqtt INFO Trying to connect to 10.60.3.26...
2022-09-09 01:55:56, tb_device_mqtt INFO connection SUCCESS
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes - successfully completed.
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/attributes/response - successfully completed.
2022-09-09 01:55:56, tb_gateway_mqtt DEBUG Service subscription to topic v1/gateway/rpc - successfully completed.
2022-09-09 01:55:57, tb_gateway_mqtt DEBUG Connected device Bus A1
2022-09-09 01:56:02, __main__ INFO Publish Bus A1 Attribute - Color
2022-09-09 01:56:07, __main__ INFO Read Telemetry CSV. Total Record: 578
2022-09-09 01:56:14, __main__ DEBUG 0) Bus A1 {'ts': 1662659774276, 'values': {'fuel': 80, 'speed': 0, 'latitude': '1.2942', 'longitude': '103.76983', 'occupancy': 50, 'temp': 25, 'engine_temp': 195, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'Kent Ridge Bus Terminal', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:28, __main__ DEBUG 2) Bus A1 {'ts': 1662659788385, 'values': {'fuel': 79.58, 'speed': 49.7, 'latitude': '1.29408', 'longitude': '103.76974', 'occupancy': 73.29999999999998, 'temp': 23.0, 'engine_temp': 299.2, 'eta': '1 min 28 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:30, __main__ DEBUG 3) Bus A1 {'ts': 1662659790399, 'values': {'fuel': 79.54, 'speed': 48.1, 'latitude': '1.29392', 'longitude': '103.7696', 'occupancy': 73.29999999999998, 'temp': 24.2, 'engine_temp': 304.0, 'eta': '1 min 26 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:32, __main__ DEBUG 4) Bus A1 {'ts': 1662659792416, 'values': {'fuel': 79.52, 'speed': 45.3, 'latitude': '1.29387', 'longitude': '103.76954', 'occupancy': 73.29999999999998, 'temp': 25.0, 'engine_temp': 306.7, 'eta': '1 min 24 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:34, __main__ DEBUG 5) Bus A1 {'ts': 1662659794431, 'values': {'fuel': 79.47, 'speed': 53.9, 'latitude': '1.29385', 'longitude': '103.76951', 'occupancy': 73.29999999999998, 'temp': 24.1, 'engine_temp': 300.5, 'eta': '1 min 22 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:36, __main__ DEBUG 6) Bus A1 {'ts': 1662659796444, 'values': {'fuel': 79.44, 'speed': 53.9, 'latitude': '1.29383', 'longitude': '103.76947', 'occupancy': 73.29999999999998, 'temp': 24.3, 'engine_temp': 304.2, 'eta': '1 min 20 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:38, __main__ DEBUG 7) Bus A1 {'ts': 1662659798449, 'values': {'fuel': 79.43, 'speed': 41.5, 'latitude': '1.29382', 'longitude': '103.76942', 'occupancy': 73.29999999999998, 'temp': 24.6, 'engine_temp': 301.4, 'eta': '1 min 18 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:40, __main__ DEBUG 8) Bus A1 {'ts': 1662659800468, 'values': {'fuel': 79.41, 'speed': 55.5, 'latitude': '1.29382', 'longitude': '103.76938', 'occupancy': 73.29999999999998, 'temp': 23.2, 'engine_temp': 295.2, 'eta': '1 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:42, __main__ DEBUG 9) Bus A1 {'ts': 1662659802484, 'values': {'fuel': 79.4, 'speed': 46.2, 'latitude': '1.29382', 'longitude': '103.76932', 'occupancy': 73.29999999999998, 'temp': 24.5, 'engine_temp': 300.3, 'eta': '1 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:44, __main__ DEBUG 10) Bus A1 {'ts': 1662659804497, 'values': {'fuel': 79.39, 'speed': 48.0, 'latitude': '1.29386', 'longitude': '103.76918', 'occupancy': 73.29999999999998, 'temp': 24.6, 'engine_temp': 307.6, 'eta': '1 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:46, __main__ DEBUG 11) Bus A1 {'ts': 1662659806515, 'values': {'fuel': 79.35, 'speed': 49.7, 'latitude': '1.29393', 'longitude': '103.76907', 'occupancy': 73.29999999999998, 'temp': 22.5, 'engine_temp': 298.0, 'eta': '1 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:48, __main__ DEBUG 12) Bus A1 {'ts': 1662659808546, 'values': {'fuel': 79.32, 'speed': 58.4, 'latitude': '1.29397', 'longitude': '103.76909', 'occupancy': 73.29999999999998, 'temp': 22.6, 'engine_temp': 302.6, 'eta': '1 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:50, __main__ DEBUG 13) Bus A1 {'ts': 1662659810565, 'values': {'fuel': 79.31, 'speed': 56.5, 'latitude': '1.29406', 'longitude': '103.76916', 'occupancy': 73.29999999999998, 'temp': 22.9, 'engine_temp': 291.0, 'eta': '1 min 6 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:52, __main__ DEBUG 14) Bus A1 {'ts': 1662659812572, 'values': {'fuel': 79.29, 'speed': 53.5, 'latitude': '1.29414', 'longitude': '103.76921', 'occupancy': 73.29999999999998, 'temp': 24.1, 'engine_temp': 303.0, 'eta': '1 min 4 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:54, __main__ DEBUG 15) Bus A1 {'ts': 1662659814592, 'values': {'fuel': 79.27, 'speed': 54.0, 'latitude': '1.29425', 'longitude': '103.76927', 'occupancy': 73.29999999999998, 'temp': 23.5, 'engine_temp': 306.8, 'eta': '1 min 2 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:56, __main__ DEBUG 16) Bus A1 {'ts': 1662659816612, 'values': {'fuel': 79.23, 'speed': 49.1, 'latitude': '1.29429', 'longitude': '103.76929', 'occupancy': 73.29999999999998, 'temp': 23.6, 'engine_temp': 308.0, 'eta': '1 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:56:58, __main__ DEBUG 17) Bus A1 {'ts': 1662659818631, 'values': {'fuel': 79.18, 'speed': 42.7, 'latitude': '1.29453', 'longitude': '103.76939', 'occupancy': 73.29999999999998, 'temp': 24.8, 'engine_temp': 303.6, 'eta': '0 min 58 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:00, __main__ DEBUG 18) Bus A1 {'ts': 1662659820644, 'values': {'fuel': 79.16, 'speed': 53.7, 'latitude': '1.29474', 'longitude': '103.76945', 'occupancy': 73.29999999999998, 'temp': 23.1, 'engine_temp': 302.1, 'eta': '0 min 56 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:02, __main__ DEBUG 19) Bus A1 {'ts': 1662659822664, 'values': {'fuel': 79.13, 'speed': 50.9, 'latitude': '1.2949', 'longitude': '103.76949', 'occupancy': 73.29999999999998, 'temp': 23.9, 'engine_temp': 299.0, 'eta': '0 min 54 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:04, __main__ DEBUG 20) Bus A1 {'ts': 1662659824679, 'values': {'fuel': 79.11, 'speed': 56.3, 'latitude': '1.29497', 'longitude': '103.7695', 'occupancy': 73.29999999999998, 'temp': 23.2, 'engine_temp': 302.1, 'eta': '0 min 52 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:06, __main__ DEBUG 21) Bus A1 {'ts': 1662659826690, 'values': {'fuel': 79.1, 'speed': 57.5, 'latitude': '1.2953', 'longitude': '103.76954', 'occupancy': 73.29999999999998, 'temp': 24.7, 'engine_temp': 305.0, 'eta': '0 min 50 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:08, __main__ DEBUG 22) Bus A1 {'ts': 1662659828697, 'values': {'fuel': 79.06, 'speed': 50.3, 'latitude': '1.29556', 'longitude': '103.76957', 'occupancy': 73.29999999999998, 'temp': 24.7, 'engine_temp': 303.7, 'eta': '0 min 48 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:10, __main__ DEBUG 23) Bus A1 {'ts': 1662659830704, 'values': {'fuel': 79.05, 'speed': 58.0, 'latitude': '1.29605', 'longitude': '103.76958', 'occupancy': 73.29999999999998, 'temp': 23.3, 'engine_temp': 292.0, 'eta': '0 min 46 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:12, __main__ DEBUG 24) Bus A1 {'ts': 1662659832722, 'values': {'fuel': 79.03, 'speed': 48.7, 'latitude': '1.29614', 'longitude': '103.76959', 'occupancy': 73.29999999999998, 'temp': 23.8, 'engine_temp': 300.3, 'eta': '0 min 44 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:14, __main__ DEBUG 25) Bus A1 {'ts': 1662659834747, 'values': {'fuel': 79.01, 'speed': 42.5, 'latitude': '1.29614', 'longitude': '103.76972', 'occupancy': 73.29999999999998, 'temp': 23.7, 'engine_temp': 301.5, 'eta': '0 min 42 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:16, __main__ DEBUG 26) Bus A1 {'ts': 1662659836758, 'values': {'fuel': 79.01, 'speed': 48.7, 'latitude': '1.29619', 'longitude': '103.76998', 'occupancy': 73.29999999999998, 'temp': 24.0, 'engine_temp': 304.1, 'eta': '0 min 40 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:18, __main__ DEBUG 27) Bus A1 {'ts': 1662659838776, 'values': {'fuel': 78.97, 'speed': 51.1, 'latitude': '1.29634', 'longitude': '103.77049', 'occupancy': 73.29999999999998, 'temp': 23.6, 'engine_temp': 308.4, 'eta': '0 min 38 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:20, __main__ DEBUG 28) Bus A1 {'ts': 1662659840780, 'values': {'fuel': 78.96, 'speed': 47.7, 'latitude': '1.29636', 'longitude': '103.77063', 'occupancy': 73.29999999999998, 'temp': 24.2, 'engine_temp': 298.0, 'eta': '0 min 36 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:22, __main__ DEBUG 29) Bus A1 {'ts': 1662659842811, 'values': {'fuel': 78.95, 'speed': 51.6, 'latitude': '1.29637', 'longitude': '103.77071', 'occupancy': 73.29999999999998, 'temp': 24.0, 'engine_temp': 300.1, 'eta': '0 min 34 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:24, __main__ DEBUG 30) Bus A1 {'ts': 1662659844828, 'values': {'fuel': 78.93, 'speed': 59.0, 'latitude': '1.29638', 'longitude': '103.77096', 'occupancy': 73.29999999999998, 'temp': 24.5, 'engine_temp': 296.5, 'eta': '0 min 32 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:26, __main__ DEBUG 31) Bus A1 {'ts': 1662659846844, 'values': {'fuel': 78.92, 'speed': 42.3, 'latitude': '1.29631', 'longitude': '103.77095', 'occupancy': 73.29999999999998, 'temp': 23.6, 'engine_temp': 299.2, 'eta': '0 min 30 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:28, __main__ DEBUG 32) Bus A1 {'ts': 1662659848871, 'values': {'fuel': 78.91, 'speed': 55.6, 'latitude': '1.29618', 'longitude': '103.77093', 'occupancy': 73.29999999999998, 'temp': 22.5, 'engine_temp': 303.4, 'eta': '0 min 28 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:30, __main__ DEBUG 33) Bus A1 {'ts': 1662659850876, 'values': {'fuel': 78.89, 'speed': 55.2, 'latitude': '1.29605', 'longitude': '103.77092', 'occupancy': 73.29999999999998, 'temp': 23.6, 'engine_temp': 301.4, 'eta': '0 min 26 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:32, __main__ DEBUG 34) Bus A1 {'ts': 1662659852894, 'values': {'fuel': 78.88, 'speed': 55.5, 'latitude': '1.29588', 'longitude': '103.77089', 'occupancy': 73.29999999999998, 'temp': 23.1, 'engine_temp': 306.8, 'eta': '0 min 24 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:34, __main__ DEBUG 35) Bus A1 {'ts': 1662659854910, 'values': {'fuel': 78.84, 'speed': 48.1, 'latitude': '1.29579', 'longitude': '103.77086', 'occupancy': 73.29999999999998, 'temp': 24.3, 'engine_temp': 299.6, 'eta': '0 min 22 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:36, __main__ DEBUG 36) Bus A1 {'ts': 1662659856925, 'values': {'fuel': 78.83, 'speed': 49.5, 'latitude': '1.29573', 'longitude': '103.77085', 'occupancy': 73.29999999999998, 'temp': 23.3, 'engine_temp': 291.0, 'eta': '0 min 20 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:38, __main__ DEBUG 37) Bus A1 {'ts': 1662659858943, 'values': {'fuel': 78.83, 'speed': 54.5, 'latitude': '1.29565', 'longitude': '103.77081', 'occupancy': 73.29999999999998, 'temp': 24.5, 'engine_temp': 292.3, 'eta': '0 min 18 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:40, __main__ DEBUG 38) Bus A1 {'ts': 1662659860958, 'values': {'fuel': 78.79, 'speed': 40.8, 'latitude': '1.29554', 'longitude': '103.77075', 'occupancy': 73.29999999999998, 'temp': 22.9, 'engine_temp': 299.0, 'eta': '0 min 16 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:42, __main__ DEBUG 39) Bus A1 {'ts': 1662659862976, 'values': {'fuel': 78.76, 'speed': 56.7, 'latitude': '1.29545', 'longitude': '103.7707', 'occupancy': 73.29999999999998, 'temp': 22.9, 'engine_temp': 305.6, 'eta': '0 min 14 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:44, __main__ DEBUG 40) Bus A1 {'ts': 1662659864986, 'values': {'fuel': 78.76, 'speed': 40.6, 'latitude': '1.29531', 'longitude': '103.77063', 'occupancy': 73.29999999999998, 'temp': 23.3, 'engine_temp': 305.4, 'eta': '0 min 12 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:46, __main__ DEBUG 41) Bus A1 {'ts': 1662659866993, 'values': {'fuel': 78.74, 'speed': 58.5, 'latitude': '1.29517', 'longitude': '103.77058', 'occupancy': 73.29999999999998, 'temp': 22.6, 'engine_temp': 308.9, 'eta': '0 min 10 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:49, __main__ DEBUG 42) Bus A1 {'ts': 1662659869009, 'values': {'fuel': 78.73, 'speed': 51.2, 'latitude': '1.29507', 'longitude': '103.77057', 'occupancy': 73.29999999999998, 'temp': 25.0, 'engine_temp': 302.0, 'eta': '0 min 8 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:51, __main__ DEBUG 43) Bus A1 {'ts': 1662659871026, 'values': {'fuel': 78.72, 'speed': 47.6, 'latitude': '1.295', 'longitude': '103.77056', 'occupancy': 73.29999999999998, 'temp': 24.6, 'engine_temp': 301.2, 'eta': '0 min 6 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:53, __main__ DEBUG 44) Bus A1 {'ts': 1662659873042, 'values': {'fuel': 78.69, 'speed': 40.8, 'latitude': '1.29494', 'longitude': '103.77055', 'occupancy': 73.29999999999998, 'temp': 23.8, 'engine_temp': 295.6, 'eta': '0 min 4 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:55, __main__ DEBUG 45) Bus A1 {'ts': 1662659875057, 'values': {'fuel': 78.68, 'speed': 57.0, 'latitude': '1.29487', 'longitude': '103.77055', 'occupancy': 73.29999999999998, 'temp': 24.2, 'engine_temp': 302.0, 'eta': '0 min 2 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Next Stop', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:57, __main__ DEBUG 46) Bus A1 {'ts': 1662659877072, 'values': {'fuel': 78.68, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 73.29999999999998, 'temp': 24.2, 'engine_temp': 302.0, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:58, __main__ DEBUG 46) Bus A1 {'ts': 1662659878090, 'values': {'fuel': 78.67, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 77.79999999999998, 'temp': 22.7, 'engine_temp': 295.3, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
2022-09-09 01:57:59, __main__ DEBUG 46) Bus A1 {'ts': 1662659879100, 'values': {'fuel': 78.67, 'speed': 0, 'latitude': '1.2948', 'longitude': '103.77055', 'occupancy': 82.69999999999999, 'temp': 24.5, 'engine_temp': 309.3, 'eta': '0 min 0 sec', 'health_status': 'Healthy', 'health_des': 'Operating', 'bus_stop': 'LT 13', 'bus_stop_status': 'Arrived', 'bus_health_color': '#7FB77E'}}
