Bus D1,103.77277,1.2932,Opp NUSS,Next Stop,2
Bus D1,103.7727,1.29323,Opp NUSS,Next Stop,1
Bus D1,103.77258,1.29328,Opp NUSS,Arrived,0
Bus D1,103.77238,1.29335,Ventus,Next Stop,30
Bus D1,103.77219,1.2934,Ventus,Next Stop,29
Bus D1,103.77193,1.29343,Ventus,Next Stop,28
Bus D1,103.7718,1.29345,Ventus,Next Stop,27
Bus D1,103.7717,1.29347,Ventus,Next Stop,26
Bus D1,103.77161,1.29349,Ventus,Next Stop,25
Bus D1,103.77155,1.29351,Ventus,Next Stop,24
Bus D1,103.77149,1.29352,Ventus,Next Stop,23
Bus D1,103.77135,1.29358,Ventus,Next Stop,22
Bus D1,103.77126,1.29363,Ventus,Next Stop,21
Bus D1,103.7712,1.29366,Ventus,Next Stop,20
Bus D1,103.77107,1.29375,Ventus,Next Stop,19
Bus D1,103.77093,1.29388,Ventus,Next Stop,18
Bus D1,103.77081,1.29402,Ventus,Next Stop,17
Bus D1,103.7707,1.29419,Ventus,Next Stop,16
Bus D1,103.77063,1.29437,Ventus,Next Stop,15
Bus D1,103.77061,1.29442,Ventus,Next Stop,14
Bus D1,103.7706,1.29444,Ventus,Next Stop,13
Bus D1,103.7706,1.29446,Ventus,Next Stop,12
Bus D1,103.77059,1.29451,Ventus,Next Stop,11
Bus D1,103.77057,1.29456,Ventus,Next Stop,10
Bus D1,103.77057,1.2946,Ventus,Next Stop,9
Bus D1,103.77056,1.29464,Ventus,Next Stop,8
Bus D1,103.77056,1.29472,Ventus,Next Stop,7
Bus D1,103.77055,1.2948,Ventus,Next Stop,6
Bus D1,103.77055,1.29487,Ventus,Next Stop,5
Bus D1,103.77055,1.29494,Ventus,Next Stop,4
Bus D1,103.77056,1.295,Ventus,Next Stop,3
Bus D1,103.77057,1.29507,Ventus,Next Stop,2
Bus D1,103.77058,1.29517,Ventus,Next Stop,1
Bus D1,103.77063,1.29531,Ventus,Arrived,0
Bus D1,103.7707,1.29545,Information Technology,Next Stop,29
Bus D1,103.77075,1.29554,Information Technology,Next Stop,28
Bus D1,103.77081,1.29565,Information Technology,Next Stop,27
Bus D1,103.77085,1.29573,Information Technology,Next Stop,26
Bus D1,103.77086,1.29579,Information Technology,Next Stop,25
Bus D1,103.77089,1.29588,Information Technology,Next Stop,24
Bus D1,103.77092,1.29605,Information Technology,Next Stop,23
Bus D1,103.77093,1.29618,Information Technology,Next Stop,22
Bus D1,103.77095,1.29631,Information Technology,Next Stop,21
Bus D1,103.77096,1.29638,Information Technology,Next Stop,20
Bus D1,103.77105,1.29638,Information Technology,Next Stop,19
Bus D1,103.77131,1.29636,Information Technology,Next Stop,18
Bus D1,103.77137,1.29636,Information Technology,Next Stop,17
Bus D1,103.77148,1.29635,Information Technology,Next Stop,16
Bus D1,103.77153,1.29636,Information Technology,Next Stop,15
Bus D1,103.77167,1.29636,Information Technology,Next Stop,14
Bus D1,103.77178,1.29638,Information Technology,Next Stop,13
Bus D1,103.77186,1.29639,Information Technology,Next Stop,12
Bus D1,103.77194,1.29641,Information Technology,Next Stop,11
Bus D1,103.77198,1.29643,Information Technology,Next Stop,10
Bus D1,103.77202,1.29646,Information Technology,Next Stop,9
Bus D1,103.77207,1.29648,Information Technology,Next Stop,8
Bus D1,103.77218,1.29658,Information Technology,Next Stop,7
Bus D1,103.77222,1.29662,Information Technology,Next Stop,6
Bus D1,103.77227,1.29666,Information Technology,Next Stop,5
Bus D1,103.77244,1.29683,Information Technology,Next Stop,4
Bus D1,103.77253,1.29693,Information Technology,Next Stop,3
Bus D1,103.77255,1.29695,Information Technology,Next Stop,2
Bus D1,103.77261,1.29703,Information Technology,Next Stop,1
Bus D1,103.77269,1.29713,Information Technology,Arrived,0
Bus D1,103.77286,1.29734,Opp Yusof Ishak House,Next Stop,31
Bus D1,103.77288,1.29736,Opp Yusof Ishak House,Next Stop,30
Bus D1,103.7729,1.2974,Opp Yusof Ishak House,Next Stop,29
Bus D1,103.77293,1.29745,Opp Yusof Ishak House,Next Stop,28
Bus D1,103.77298,1.29753,Opp Yusof Ishak House,Next Stop,27
Bus D1,103.77303,1.29766,Opp Yusof Ishak House,Next Stop,26
Bus D1,103.77305,1.29772,Opp Yusof Ishak House,Next Stop,25
Bus D1,103.77306,1.29776,Opp Yusof Ishak House,Next Stop,24
Bus D1,103.77308,1.29779,Opp Yusof Ishak House,Next Stop,23
Bus D1,103.77309,1.29782,Opp Yusof Ishak House,Next Stop,22
Bus D1,103.77311,1.29785,Opp Yusof Ishak House,Next Stop,21
Bus D1,103.77314,1.29789,Opp Yusof Ishak House,Next Stop,20
Bus D1,103.77318,1.29793,Opp Yusof Ishak House,Next Stop,19
Bus D1,103.77321,1.29796,Opp Yusof Ishak House,Next Stop,18
Bus D1,103.77324,1.29799,Opp Yusof Ishak House,Next Stop,17
Bus D1,103.77329,1.29803,Opp Yusof Ishak House,Next Stop,16
Bus D1,103.77332,1.29805,Opp Yusof Ishak House,Next Stop,15
Bus D1,103.77339,1.2981,Opp Yusof Ishak House,Next Stop,14
Bus D1,103.77347,1.29814,Opp Yusof Ishak House,Next Stop,13
Bus D1,103.77369,1.29828,Opp Yusof Ishak House,Next Stop,12
Bus D1,103.77371,1.2983,Opp Yusof Ishak House,Next Stop,11
Bus D1,103.77376,1.29834,Opp Yusof Ishak House,Next Stop,10
Bus D1,103.77382,1.29838,Opp Yusof Ishak House,Next Stop,9
Bus D1,103.77385,1.29842,Opp Yusof Ishak House,Next Stop,8
Bus D1,103.77388,1.29844,Opp Yusof Ishak House,Next Stop,7
Bus D1,103.77391,1.29847,Opp Yusof Ishak House,Next Stop,6
Bus D1,103.77394,1.29853,Opp Yusof Ishak House,Next Stop,5
Bus D1,103.77399,1.2986,Opp Yusof Ishak House,Next Stop,4
Bus D1,103.77406,1.29868,Opp Yusof Ishak House,Next Stop,3
Bus D1,103.77418,1.29884,Opp Yusof Ishak House,Next Stop,2
Bus D1,103.77419,1.29885,Opp Yusof Ishak House,Next Stop,1
Bus D1,103.77431,1.29909,Opp Yusof Ishak House,Arrived,0
Bus D1,103.77445,1.29935,Museum,Next Stop,35
Bus D1,103.77448,1.29951,Museum,Next Stop,34
Bus D1,103.7745,1.29956,Museum,Next Stop,33
Bus D1,103.77452,1.2996,Museum,Next Stop,32
Bus D1,103.77454,1.29963,Museum,Next Stop,31
Bus D1,103.77452,1.29978,Museum,Next Stop,30
Bus D1,103.77452,1.29986,Museum,Next Stop,29
Bus D1,103.77451,1.29991,Museum,Next Stop,28
Bus D1,103.77449,1.30005,Museum,Next Stop,27
Bus D1,103.77447,1.30012,Museum,Next Stop,26
Bus D1,103.77441,1.30025,Museum,Next Stop,25
Bus D1,103.77427,1.30053,Museum,Next Stop,24
Bus D1,103.77426,1.30053,Museum,Next Stop,23
Bus D1,103.77425,1.30052,Museum,Next Stop,22
Bus D1,103.77424,1.30052,Museum,Next Stop,21
Bus D1,103.77423,1.30052,Museum,Next Stop,20
Bus D1,103.77422,1.30053,Museum,Next Stop,19
Bus D1,103.77421,1.30053,Museum,Next Stop,18
Bus D1,103.7742,1.30053,Museum,Next Stop,17
Bus D1,103.77419,1.30053,Museum,Next Stop,16
Bus D1,103.77419,1.30054,Museum,Next Stop,15
Bus D1,103.77418,1.30054,Museum,Next Stop,14
Bus D1,103.77417,1.30055,Museum,Next Stop,13
Bus D1,103.77416,1.30055,Museum,Next Stop,12
Bus D1,103.77416,1.30056,Museum,Next Stop,11
Bus D1,103.77415,1.30057,Museum,Next Stop,10
Bus D1,103.77407,1.3006,Museum,Next Stop,9
Bus D1,103.77392,1.3007,Museum,Next Stop,8
Bus D1,103.77365,1.30087,Museum,Next Stop,7
Bus D1,103.77351,1.30094,Museum,Next Stop,6
Bus D1,103.77337,1.301,Museum,Next Stop,5
Bus D1,103.77314,1.30105,Museum,Next Stop,4
Bus D1,103.77316,1.30119,Museum,Next Stop,3
Bus D1,103.77341,1.30115,Museum,Next Stop,2
Bus D1,103.77343,1.30114,Museum,Next Stop,1
Bus D1,103.77356,1.30111,Museum,Arrived,0
Bus D1,103.77365,1.30107,University Town,Next Stop,51
Bus D1,103.77371,1.30105,University Town,Next Stop,50
Bus D1,103.7738,1.30101,University Town,Next Stop,49
Bus D1,103.77386,1.30098,University Town,Next Stop,48
Bus D1,103.77387,1.30098,University Town,Next Stop,47
Bus D1,103.77397,1.30091,University Town,Next Stop,46
Bus D1,103.77401,1.30088,University Town,Next Stop,45
Bus D1,103.77417,1.30077,University Town,Next Stop,44
Bus D1,103.77418,1.30078,University Town,Next Stop,43
Bus D1,103.77419,1.30078,University Town,Next Stop,42
Bus D1,103.7742,1.30078,University Town,Next Stop,41
Bus D1,103.77421,1.30079,University Town,Next Stop,40
Bus D1,103.77427,1.30084,University Town,Next Stop,39
Bus D1,103.7743,1.30086,University Town,Next Stop,38
Bus D1,103.77432,1.30088,University Town,Next Stop,37
Bus D1,103.77441,1.30095,University Town,Next Stop,36
Bus D1,103.77444,1.30102,University Town,Next Stop,35
Bus D1,103.77445,1.30107,University Town,Next Stop,34
Bus D1,103.77447,1.30115,University Town,Next Stop,33
Bus D1,103.77448,1.30127,University Town,Next Stop,32
Bus D1,103.77447,1.30137,University Town,Next Stop,31
Bus D1,103.77447,1.30138,University Town,Next Stop,30
Bus D1,103.77444,1.30148,University Town,Next Stop,29
Bus D1,103.77436,1.30166,University Town,Next Stop,28
Bus D1,103.77422,1.30198,University Town,Next Stop,27
Bus D1,103.77407,1.3023,University Town,Next Stop,26
Bus D1,103.77406,1.30233,University Town,Next Stop,25
Bus D1,103.774,1.30247,University Town,Next Stop,24
Bus D1,103.77398,1.30255,University Town,Next Stop,23
Bus D1,103.77398,1.30256,University Town,Next Stop,22
Bus D1,103.77397,1.30262,University Town,Next Stop,21
Bus D1,103.77396,1.30271,University Town,Next Stop,20
Bus D1,103.77397,1.3028,University Town,Next Stop,19
Bus D1,103.77398,1.30289,University Town,Next Stop,18
Bus D1,103.77399,1.30291,University Town,Next Stop,17
Bus D1,103.774,1.30295,University Town,Next Stop,16
Bus D1,103.77401,1.303,University Town,Next Stop,15
Bus D1,103.77404,1.30306,University Town,Next Stop,14
Bus D1,103.77405,1.30307,University Town,Next Stop,13
Bus D1,103.77408,1.30313,University Town,Next Stop,12
Bus D1,103.77411,1.30318,University Town,Next Stop,11
Bus D1,103.77415,1.30322,University Town,Next Stop,10
Bus D1,103.77415,1.30323,University Town,Next Stop,9
Bus D1,103.77421,1.30329,University Town,Next Stop,8
Bus D1,103.77427,1.30335,University Town,Next Stop,7
Bus D1,103.77435,1.30342,University Town,Next Stop,6
Bus D1,103.77441,1.30347,University Town,Next Stop,5
Bus D1,103.77447,1.30351,University Town,Next Stop,4
Bus D1,103.77453,1.30356,University Town,Next Stop,3
Bus D1,103.77458,1.30359,University Town,Next Stop,2
Bus D1,103.77468,1.30363,University Town,Next Stop,1
Bus D1,103.77475,1.30364,University Town,Arrived,0
Bus D1,103.77484,1.30365,Yusok Ishak House,Next Stop,148
Bus D1,103.77487,1.30365,Yusok Ishak House,Next Stop,147
Bus D1,103.77499,1.30364,Yusok Ishak House,Next Stop,146
Bus D1,103.77505,1.30364,Yusok Ishak House,Next Stop,145
Bus D1,103.7751,1.30364,Yusok Ishak House,Next Stop,144
Bus D1,103.77526,1.30362,Yusok Ishak House,Next Stop,143
Bus D1,103.77539,1.30365,Yusok Ishak House,Next Stop,142
Bus D1,103.77548,1.30366,Yusok Ishak House,Next Stop,141
Bus D1,103.77553,1.30368,Yusok Ishak House,Next Stop,140
Bus D1,103.77556,1.30369,Yusok Ishak House,Next Stop,139
Bus D1,103.77555,1.30369,Yusok Ishak House,Next Stop,138
Bus D1,103.77555,1.3037,Yusok Ishak House,Next Stop,137
Bus D1,103.77554,1.30371,Yusok Ishak House,Next Stop,136
Bus D1,103.77554,1.30372,Yusok Ishak House,Next Stop,135
Bus D1,103.77553,1.30372,Yusok Ishak House,Next Stop,134
Bus D1,103.77553,1.30373,Yusok Ishak House,Next Stop,133
Bus D1,103.77553,1.30374,Yusok Ishak House,Next Stop,132
Bus D1,103.77553,1.30375,Yusok Ishak House,Next Stop,131
Bus D1,103.77552,1.30375,Yusok Ishak House,Next Stop,130
Bus D1,103.77552,1.30376,Yusok Ishak House,Next Stop,129
Bus D1,103.77552,1.30377,Yusok Ishak House,Next Stop,128
Bus D1,103.77553,1.30378,Yusok Ishak House,Next Stop,127
Bus D1,103.77553,1.30379,Yusok Ishak House,Next Stop,126
Bus D1,103.77553,1.3038,Yusok Ishak House,Next Stop,125
Bus D1,103.77553,1.30381,Yusok Ishak House,Next Stop,124
Bus D1,103.77554,1.30381,Yusok Ishak House,Next Stop,123
Bus D1,103.77554,1.30382,Yusok Ishak House,Next Stop,122
Bus D1,103.77555,1.30383,Yusok Ishak House,Next Stop,121
Bus D1,103.77556,1.30384,Yusok Ishak House,Next Stop,120
Bus D1,103.77557,1.30384,Yusok Ishak House,Next Stop,119
Bus D1,103.77557,1.30385,Yusok Ishak House,Next Stop,118
Bus D1,103.77558,1.30385,Yusok Ishak House,Next Stop,117
Bus D1,103.77559,1.30386,Yusok Ishak House,Next Stop,116
Bus D1,103.7756,1.30386,Yusok Ishak House,Next Stop,115
Bus D1,103.77561,1.30386,Yusok Ishak House,Next Stop,114
Bus D1,103.77562,1.30386,Yusok Ishak House,Next Stop,113
Bus D1,103.77563,1.30386,Yusok Ishak House,Next Stop,112
Bus D1,103.77564,1.30386,Yusok Ishak House,Next Stop,111
Bus D1,103.77565,1.30386,Yusok Ishak House,Next Stop,110
Bus D1,103.77566,1.30385,Yusok Ishak House,Next Stop,109
Bus D1,103.77567,1.30385,Yusok Ishak House,Next Stop,108
Bus D1,103.77568,1.30384,Yusok Ishak House,Next Stop,107
Bus D1,103.77569,1.30384,Yusok Ishak House,Next Stop,106
Bus D1,103.77569,1.30383,Yusok Ishak House,Next Stop,105
Bus D1,103.7757,1.30382,Yusok Ishak House,Next Stop,104
Bus D1,103.7757,1.30381,Yusok Ishak House,Next Stop,103
Bus D1,103.77571,1.30381,Yusok Ishak House,Next Stop,102
Bus D1,103.77571,1.3038,Yusok Ishak House,Next Stop,101
Bus D1,103.77571,1.30379,Yusok Ishak House,Next Stop,100
Bus D1,103.77572,1.30378,Yusok Ishak House,Next Stop,99
Bus D1,103.77572,1.30377,Yusok Ishak House,Next Stop,98
Bus D1,103.77572,1.30376,Yusok Ishak House,Next Stop,97
Bus D1,103.77572,1.30375,Yusok Ishak House,Next Stop,96
Bus D1,103.77571,1.30373,Yusok Ishak House,Next Stop,95
Bus D1,103.7757,1.30371,Yusok Ishak House,Next Stop,94
Bus D1,103.77568,1.30369,Yusok Ishak House,Next Stop,93
Bus D1,103.77566,1.30368,Yusok Ishak House,Next Stop,92
Bus D1,103.77564,1.30367,Yusok Ishak House,Next Stop,91
Bus D1,103.77561,1.30367,Yusok Ishak House,Next Stop,90
Bus D1,103.77559,1.30367,Yusok Ishak House,Next Stop,89
Bus D1,103.77557,1.30368,Yusok Ishak House,Next Stop,88
Bus D1,103.77556,1.30369,Yusok Ishak House,Next Stop,87
Bus D1,103.77553,1.30368,Yusok Ishak House,Next Stop,86
Bus D1,103.77548,1.30366,Yusok Ishak House,Next Stop,85
Bus D1,103.77539,1.30365,Yusok Ishak House,Next Stop,84
Bus D1,103.77526,1.30362,Yusok Ishak House,Next Stop,83
Bus D1,103.77513,1.3036,Yusok Ishak House,Next Stop,82
Bus D1,103.77509,1.30355,Yusok Ishak House,Next Stop,81
Bus D1,103.77505,1.30353,Yusok Ishak House,Next Stop,80
Bus D1,103.77502,1.30351,Yusok Ishak House,Next Stop,79
Bus D1,103.77497,1.3035,Yusok Ishak House,Next Stop,78
Bus D1,103.77496,1.3035,Yusok Ishak House,Next Stop,77
Bus D1,103.77479,1.30348,Yusok Ishak House,Next Stop,76
Bus D1,103.77463,1.30345,Yusok Ishak House,Next Stop,75
Bus D1,103.77453,1.30344,Yusok Ishak House,Next Stop,74
Bus D1,103.77443,1.30341,Yusok Ishak House,Next Stop,73
Bus D1,103.77435,1.30338,Yusok Ishak House,Next Stop,72
Bus D1,103.77427,1.30335,Yusok Ishak House,Next Stop,71
Bus D1,103.77421,1.30329,Yusok Ishak House,Next Stop,70
Bus D1,103.77415,1.30323,Yusok Ishak House,Next Stop,69
Bus D1,103.77415,1.30322,Yusok Ishak House,Next Stop,68
Bus D1,103.77411,1.30318,Yusok Ishak House,Next Stop,67
Bus D1,103.77408,1.30313,Yusok Ishak House,Next Stop,66
Bus D1,103.77405,1.30307,Yusok Ishak House,Next Stop,65
Bus D1,103.77404,1.30306,Yusok Ishak House,Next Stop,64
Bus D1,103.77401,1.303,Yusok Ishak House,Next Stop,63
Bus D1,103.774,1.30295,Yusok Ishak House,Next Stop,62
Bus D1,103.77399,1.30291,Yusok Ishak House,Next Stop,61
Bus D1,103.77398,1.30289,Yusok Ishak House,Next Stop,60
Bus D1,103.77397,1.3028,Yusok Ishak House,Next Stop,59
Bus D1,103.77396,1.30271,Yusok Ishak House,Next Stop,58
Bus D1,103.77397,1.30262,Yusok Ishak House,Next Stop,57
Bus D1,103.77398,1.30256,Yusok Ishak House,Next Stop,56
Bus D1,103.77398,1.30255,Yusok Ishak House,Next Stop,55
Bus D1,103.774,1.30247,Yusok Ishak House,Next Stop,54
Bus D1,103.77406,1.30233,Yusok Ishak House,Next Stop,53
Bus D1,103.77407,1.3023,Yusok Ishak House,Next Stop,52
Bus D1,103.77422,1.30198,Yusok Ishak House,Next Stop,51
Bus D1,103.77436,1.30166,Yusok Ishak House,Next Stop,50
Bus D1,103.77444,1.30148,Yusok Ishak House,Next Stop,49
Bus D1,103.77447,1.30138,Yusok Ishak House,Next Stop,48
Bus D1,103.77447,1.30137,Yusok Ishak House,Next Stop,47
Bus D1,103.77448,1.30127,Yusok Ishak House,Next Stop,46
Bus D1,103.77447,1.30115,Yusok Ishak House,Next Stop,45
Bus D1,103.77445,1.30107,Yusok Ishak House,Next Stop,44
Bus D1,103.77444,1.30102,Yusok Ishak House,Next Stop,43
Bus D1,103.77441,1.30095,Yusok Ishak House,Next Stop,42
Bus D1,103.77441,1.30091,Yusok Ishak House,Next Stop,41
Bus D1,103.77441,1.3009,Yusok Ishak House,Next Stop,40
Bus D1,103.77438,1.30084,Yusok Ishak House,Next Stop,39
Bus D1,103.77437,1.3008,Yusok Ishak House,Next Stop,38
Bus D1,103.77434,1.30068,Yusok Ishak House,Next Stop,37
Bus D1,103.77435,1.30068,Yusok Ishak House,Next Stop,36
Bus D1,103.77435,1.30067,Yusok Ishak House,Next Stop,35
Bus D1,103.77435,1.30066,Yusok Ishak House,Next Stop,34
Bus D1,103.77435,1.30065,Yusok Ishak House,Next Stop,33
Bus D1,103.77435,1.30064,Yusok Ishak House,Next Stop,32
Bus D1,103.77435,1.30063,Yusok Ishak House,Next Stop,31
Bus D1,103.77435,1.30062,Yusok Ishak House,Next Stop,30
Bus D1,103.77435,1.30061,Yusok Ishak House,Next Stop,29
Bus D1,103.77435,1.3006,Yusok Ishak House,Next Stop,28
Bus D1,103.77449,1.30039,Yusok Ishak House,Next Stop,27
Bus D1,103.77454,1.3003,Yusok Ishak House,Next Stop,26
Bus D1,103.77457,1.30023,Yusok Ishak House,Next Stop,25
Bus D1,103.7746,1.30013,Yusok Ishak House,Next Stop,24
Bus D1,103.77463,1.29997,Yusok Ishak House,Next Stop,23
Bus D1,103.77465,1.29964,Yusok Ishak House,Next Stop,22
Bus D1,103.77468,1.2996,Yusok Ishak House,Next Stop,21
Bus D1,103.77471,1.29956,Yusok Ishak House,Next Stop,20
Bus D1,103.77472,1.29952,Yusok Ishak House,Next Stop,19
Bus D1,103.77474,1.29947,Yusok Ishak House,Next Stop,18
Bus D1,103.77475,1.29942,Yusok Ishak House,Next Stop,17
Bus D1,103.77475,1.29936,Yusok Ishak House,Next Stop,16
Bus D1,103.77473,1.29932,Yusok Ishak House,Next Stop,15
Bus D1,103.7747,1.29929,Yusok Ishak House,Next Stop,14
Bus D1,103.77467,1.29926,Yusok Ishak House,Next Stop,13
Bus D1,103.77463,1.29925,Yusok Ishak House,Next Stop,12
Bus D1,103.77461,1.29924,Yusok Ishak House,Next Stop,11
Bus D1,103.77458,1.29924,Yusok Ishak House,Next Stop,10
Bus D1,103.77456,1.29924,Yusok Ishak House,Next Stop,9
Bus D1,103.77455,1.29924,Yusok Ishak House,Next Stop,8
Bus D1,103.77453,1.29925,Yusok Ishak House,Next Stop,7
Bus D1,103.77447,1.29922,Yusok Ishak House,Next Stop,6
Bus D1,103.77445,1.2992,Yusok Ishak House,Next Stop,5
Bus D1,103.77444,1.2992,Yusok Ishak House,Next Stop,4
Bus D1,103.77443,1.29918,Yusok Ishak House,Next Stop,3
Bus D1,103.77441,1.29915,Yusok Ishak House,Next Stop,2
Bus D1,103.77438,1.29908,Yusok Ishak House,Next Stop,1
Bus D1,103.77433,1.29899,Yusok Ishak House,Arrived,0
Bus D1,103.77421,1.29879,Central Library,Next Stop,36
Bus D1,103.7742,1.29877,Central Library,Next Stop,35
Bus D1,103.7741,1.29865,Central Library,Next Stop,34
Bus D1,103.77405,1.29859,Central Library,Next Stop,33
Bus D1,103.77395,1.29849,Central Library,Next Stop,32
Bus D1,103.77391,1.29847,Central Library,Next Stop,31
Bus D1,103.77388,1.29844,Central Library,Next Stop,30
Bus D1,103.77385,1.29842,Central Library,Next Stop,29
Bus D1,103.77382,1.29838,Central Library,Next Stop,28
Bus D1,103.77376,1.29834,Central Library,Next Stop,27
Bus D1,103.77371,1.2983,Central Library,Next Stop,26
Bus D1,103.77369,1.29828,Central Library,Next Stop,25
Bus D1,103.77347,1.29814,Central Library,Next Stop,24
Bus D1,103.77339,1.2981,Central Library,Next Stop,23
Bus D1,103.77332,1.29805,Central Library,Next Stop,22
Bus D1,103.77329,1.29803,Central Library,Next Stop,21
Bus D1,103.77324,1.29799,Central Library,Next Stop,20
Bus D1,103.77321,1.29796,Central Library,Next Stop,19
Bus D1,103.77318,1.29793,Central Library,Next Stop,18
Bus D1,103.77314,1.29789,Central Library,Next Stop,17
Bus D1,103.77311,1.29785,Central Library,Next Stop,16
Bus D1,103.77309,1.29782,Central Library,Next Stop,15
Bus D1,103.77308,1.29779,Central Library,Next Stop,14
Bus D1,103.77306,1.29776,Central Library,Next Stop,13
Bus D1,103.77305,1.29772,Central Library,Next Stop,12
Bus D1,103.77303,1.29766,Central Library,Next Stop,11
Bus D1,103.77298,1.29753,Central Library,Next Stop,10
Bus D1,103.77297,1.29746,Central Library,Next Stop,9
Bus D1,103.77295,1.2974,Central Library,Next Stop,8
Bus D1,103.7729,1.29727,Central Library,Next Stop,7
Bus D1,103.77284,1.29715,Central Library,Next Stop,6
Bus D1,103.7728,1.29706,Central Library,Next Stop,5
Bus D1,103.77275,1.29698,Central Library,Next Stop,4
Bus D1,103.77273,1.29694,Central Library,Next Stop,3
Bus D1,103.7727,1.2969,Central Library,Next Stop,2
Bus D1,103.77264,1.29682,Central Library,Next Stop,1
Bus D1,103.7725,1.29665,Central Library,Arrived,0
Bus D1,103.77242,1.29659,LT 13,Next Stop,36
Bus D1,103.77232,1.2965,LT 13,Next Stop,35
Bus D1,103.77231,1.2965,LT 13,Next Stop,34
Bus D1,103.77228,1.29646,LT 13,Next Stop,33
Bus D1,103.77224,1.29644,LT 13,Next Stop,32
Bus D1,103.77221,1.29642,LT 13,Next Stop,31
Bus D1,103.77216,1.2964,LT 13,Next Stop,30
Bus D1,103.77211,1.29638,LT 13,Next Stop,29
Bus D1,103.77203,1.29634,LT 13,Next Stop,28
Bus D1,103.77195,1.29632,LT 13,Next Stop,27
Bus D1,103.77189,1.29631,LT 13,Next Stop,26
Bus D1,103.77185,1.2963,LT 13,Next Stop,25
Bus D1,103.77182,1.29629,LT 13,Next Stop,24
Bus D1,103.77177,1.29628,LT 13,Next Stop,23
Bus D1,103.7717,1.29628,LT 13,Next Stop,22
Bus D1,103.7715,1.29627,LT 13,Next Stop,21
Bus D1,103.77095,1.29631,LT 13,Next Stop,20
Bus D1,103.77093,1.29618,LT 13,Next Stop,19
Bus D1,103.77092,1.29605,LT 13,Next Stop,18
Bus D1,103.77089,1.29588,LT 13,Next Stop,17
Bus D1,103.77086,1.29579,LT 13,Next Stop,16
Bus D1,103.77085,1.29573,LT 13,Next Stop,15
Bus D1,103.77081,1.29565,LT 13,Next Stop,14
